URL,Title,Rating,Serving,Time,Category,Ingredients,Preparation,Nutritional Info,Video_ID
https://tasty.co/recipe/pad-thai,Pad Thai,,4,{},General,"{'General': ['¼ cup fish sauce (60 mL)', '3 tablespoons tamarind concentrate', '1 tablespoon lime juice', '1 tablespoon rice vinegar', '¼ cup white sugar (50 g)', '1 tablespoon chili sauce', '1 tablespoon paprika', '2 tablespoons vegetable oil', '3 cloves garlic, crushed and coarsely chopped', '12 oz rice noodle (360 g), soaked in water according to package instructions', '4 boneless, skinless chicken thighs', '4 eggs', '½ lb medium shrimp (225 g)', '1 bundle green onion', '1 cup unsalted dry roasted peanuts (125 g)', '3 cups bean sprout (300 g)']}","{1: 'To prepare the sauce, mix together fish sauce, tamarind concentrate, lime juice, rice vinegar, white sugar, paprika, and chili paste until the sugar is completely dissolved.', 2: 'Crush or blitz peanuts to the desired consistency. Slice the green onions in 1-2inch sections at a bias.', 3: 'Slice chicken thighs into quarter inch strips and peel shrimp.', 4: 'Heat skillet on high for a minute or two and coat the bottom with oil. Toss the garlic in the skillet until it is nutty and fragrant.', 5: 'Place chicken in the pan and sear until the outside has just changed to white.', 6: 'Push the chicken to one side, add a bit more oil to the vacant side, and crack the eggs on top of the oil. Resist the urge to immediately stir them, and wait for the whites to start cooking. Gently fold the eggs and chicken.', 7: 'Push the chicken and eggs to one side, add a bit more oil to the vacant side of the pan, and add shrimp to the oil. Cook the shrimp until it becomes opaque, flipping once. Toss to incorporate all ingredients.', 8: 'Drain the noodles and add them to the pan, folding all ingredients together. Cook for a minute or two until the noodles have relaxed, and then add the sauce.', 9: 'Fold all ingredients until everything is evenly coated in the sauce mixture, reduce any excess sauce, it should not be liquidly and you should no longer have a strong fish sauce smell.', 10: 'Add the bean sprouts, green onions, a couple tablespoons of peanuts, and fold a few times to lightly steam these fresh ingredients.', 11: 'Now, immediately plate and garnish with extra peanuts, green onions, lime wedge, chili paste, and/or bean sprouts. Serve warm.'}","{'Calories': '998', 'Fat': '43g', 'Carbs': '99g', 'Fiber': '7g', 'Sugar': '20g', 'Protein': '56g'}",
https://tasty.co/recipe/drumstick-curry,Drumstick Curry,,4,{},General,"{'General': ['1 tablespoon oil', '1 teaspoon black mustard seeds', '1 teaspoon fenugreek seeds', 'curry leaf', '6 shallots, sliced', '5 cloves garlic, minced', '1 large onion, diced and ground into a paste', '1 tomato, diced and pureed', '2 chicken drumsticks, vegetables', '2 tablespoons tamarind, soaked in warm water', '2 teaspoons salt', '2 teaspoons chili powder', '2 teaspoons coriander powder', '1 cup coconut milk (240 mL)']}","{1: 'Add oil in a pan on medium heat. To this, add mustard seeds, fenugreek seeds, curry leaves, and shallots. Saute until mustard seeds pop.', 2: 'Add garlic, onion paste and tomato puree and cook well. Once the raw onion is cooked, add seasonings (chili powder and coriander powder) and cook well until spices are no longer raw (5-7 minutes).', 3: 'Add drumsticks and salt and cook on low heat. To this, add tamarind paste and boil for 10 minutes until the drumsticks are cooked.', 4: 'Finally, add coconut milk and simmer for 10 minutes.', 5: 'Serve with hot dosas (lentil-rice crepes) or steamed white rice.'}","{'Calories': '285', 'Fat': '19g', 'Carbs': '20g', 'Fiber': '3g', 'Sugar': '8g', 'Protein': '10g'}",
https://tasty.co/recipe/pad-thai-carbonara,Pad Thai Carbonara,90.0,4,{},General,"{'General': ['½ lb wide rice noodle (225 g)', '¼ cup palm sugar (50 g)', '¼ cup fish sauce (65 g)', '¼ cup tamarind paste (55 g)', '6 oz pork belly (170 g), cubed', '1 teaspoon oil', '2 cloves garlic, minced', '2 shallots, minced', '1 teaspoon pickled turnip, optional', '1 egg', '4 oz tofu (110 g), cubed, optional', '½ bunch green onion, or chinese chives, sliced, plus more for serving', '½ cup bean sprout (50 g), plus more for serving', '1 egg yolk', 'lime, for serving', 'peanut, for serving', 'red thai chile, diced, for serving, optional']}","{1: 'Soak rice noodles in room temperature water 30 minutes prior to cooking.', 2: 'In a small saucepan over medium-high heat, whisk together palm sugar, tamarind paste, and fish sauce. Bring to a boil, reduce heat, and reduce for 5 minutes until the sauce thickens and coats the back of a wooden spoon. Remove sauce from heat and set aside.', 3: 'Heat a cast-iron pan or wok over high heat.', 4: 'Add pork belly and sear for about 3 minutes.', 5: 'Add oil, minced garlic, shallots, and turnips, and stir to incorporate.', 6: 'Move the pork belly to the side of the pan and add the egg. Break the egg up with a spatula or wooden spoon and stir to scramble.', 7: 'Add soaked rice noodles and stir to evenly incorporate all ingredients, stirring for 1 to 2 minutes.', 8: 'Add 2 or 3 tablespoons of the reduced sauce and stir.', 9: 'Add tofu, Chinese chives or green onions, and bean sprouts. Stir to incorporate and remove from heat.', 10: 'When plating, make a divot in the center of the noodles and add the egg yolk.', 11: 'Serve immediately with lime, peanuts, more sprouts and chives, and red chiles, if desired.', 12: 'Enjoy!'}","{'Calories': '589', 'Fat': '28g', 'Carbs': '66g', 'Fiber': '2g', 'Sugar': '15g', 'Protein': '15g'}",
https://tasty.co/recipe/30-minute-nagan-kozhi-curry-kerala-chicken-curry,30-Minute Nagan Kozhi Curry (Kerala Chicken Curry),93.0,4,{},General,"{'General': ['2 tablespoons coconut oil, or avocado oil', '1 teaspoon black mustard seeds', '12 fresh curry leaves', '2 green chiles, halved lengthwise', '2 small red onions, thinly sliced', '1 tablespoon fresh ginger', '4 garlic cloves, minced', '2 teaspoons tandoori masala', '1 cup crushed tomato (200 g)', '1 lb boneless skinless chicken breast (455 g), diced', 'kosher salt, to taste', 'freshly ground black pepper, to taste', '1 cup full-fat coconut milk (240 mL)', '2 teaspoons tamarind paste, or lime juice', '1 teaspoon sugar', 'steamed rice, for serving', '2 tablespoons fresh cilantro, chopped', 'kashmiri chile powder, for garnish']}","{1: 'In a wide-bottomed pot or Dutch oven, heat the coconut oil over medium heat until shimmering. Add the mustard seeds and cook until just beginning to pop, 30–60 seconds. Add the curry leaves and let crisp for 30 seconds, then add the green chiles and sauté for 30 seconds more, until fragrant.', 2: 'Add the red onions and cook for about 5 minutes, until softened. Add the ginger and garlic and cook for 1 minute, until fragrant.', 3: 'Add the tandoori masala and cook for 1 minute, until lightly toasted.', 4: 'Stir in the tomatoes and cook for 3 minutes, until well combined.', 5: 'Add the chicken and season with salt and pepper. Stir to coat the chicken well with the spiced tomato mixture and cook until no longer pink.', 6: 'Add the coconut milk, tamarind paste, and sugar and stir well. Reduce the heat to medium-low, cover, and cook for 15 minutes, or until the chicken is cooked through and the oil begins to separate from the sauce.', 7: 'Spoon the curry over steamed rice. Garnish with cilantro and a sprinkle of chile powder, if desired.', 8: 'Enjoy!'}","{'Calories': '437', 'Fat': '28g', 'Carbs': '18g', 'Fiber': '2g', 'Sugar': '7g', 'Protein': '30g'}",
https://tasty.co/recipe/mushroom-stroganoff,Mushroom Stroganoff,93.0,4,{'Total': '0:30'},General,"{'General': ['2 tablespoons olive oil, divided', '1 medium yellow onion, diced', '12 oz cremini mushroom (340 g), sliced', '3 cloves garlic', '½ teaspoon dried thyme', '¼ teaspoon pepper', '½ teaspoon salt', '¼ cup dry white wine (60 mL)', '½ tablespoon vegan worcestershire', '¼ cup flour (30 g)', '2 cups vegetable broth (480 mL)', '1 ½ cups almond milk (360 mL)', '8 oz fusilli pasta (225 g), uncooked', 'fresh parsley, chopped, for serving, garnish']}","{1: 'In a large pot, heat 1 tablespoon of olive oil over medium heat. Once the oil begins to shimmer, add the onion and cook for 3-4 minutes, until semi-translucent.', 2: 'Add the mushrooms and cook until most of the juices have evaporated.', 3: 'With your spoon, make a space in the center of the pot. Drizzle in the remaining tablespoon of olive oil and add the garlic, thyme, pepper, and salt.', 4: 'Cook for 2-3 minutes, until fragrant. Then, add the white wine and vegan Worcestershire sauce and stir until incorporated.', 5: 'Add flour and stir until fully combined. Then add the vegetable broth, almond milk, and pasta, and stir until well-combined.', 6: 'Cover and increase the heat to medium-high. Let cook for 10-15 minutes, or until the liquid is creamy and pasta is cooked.', 7: 'Serve immediately, garnished with parsley.', 8: 'Enjoy!'}","{'Calories': '760', 'Fat': '39g', 'Carbs': '85g', 'Fiber': '3g', 'Sugar': '13g', 'Protein': '11g'}",
https://tasty.co/recipe/lasagna-soup,Lasagna Soup,95.0,6,{'Total': '0:30'},General,"{'General': ['1 tablespoon olive oil', '1 onion, diced', '3 cloves garlic, minced', '2 tablespoons tomato paste', '1 teaspoon dried basil', '1 teaspoon dried oregano', '28 oz crushed tomato (795 g)', '6 cups vegetable broth (1.4 L)', '⅓ cup green lentil (50 g), rinsed', '8 oz lasagna noodle (225 g), uncooked', '3 cups spinach (120 g)', 'fresh basil, cut chiffonade, for serving']}","{1: 'In a large pot, heat the olive oil over medium heat. Once the oil begins to shimmer, add the onion and cook for 3-4 minutes, until semi-translucent.', 2: 'Add the garlic, tomato paste, basil, and oregano, and cook for 2-3 more minutes, or until the onions are translucent and herbs are fragrant.', 3: 'Add the crushed tomatoes, vegetable broth, and lentils, and bring to a boil. Increase heat to medium-high and cook for 10 minutes or until lentils are halfway tender.', 4: 'Break apart the lasagna noodles into about 2-inch-long (5-cm) pieces and add to the pot. Let the soup cook for another 10-15 minutes, or until the pasta is al dente and the lentils are tender.', 5: 'Stir in the spinach and let wilt, then serve immediately.', 6: 'Enjoy!'}","{'Calories': '1043', 'Fat': '64g', 'Carbs': '86g', 'Fiber': '5g', 'Sugar': '23g', 'Protein': '9g'}",
https://tasty.co/recipe/turkey-bacon-guacamole-cucumber-sub,Turkey Bacon Guacamole Cucumber Sub,88.0,4,{'Total': '0:30'},General,"{'General': ['4 cucumbers', '½ cup guacamole (235 g)', '4 slices turkey', '8 slices bacon']}","{1: 'Use a vegetable peeler to peel the cucumbers.', 2: 'On a cutting board, cut off the ends and cut the cucumbers in half. Scoop out the seeds and discard.', 3: 'Spread guacamole on both sides of the prepared cucumber.', 4: 'Layer the turkey on one half of the cucumber and bacon on the other half, and close the sandwich.', 5: 'Enjoy!'}","{'Calories': '333', 'Fat': '16g', 'Carbs': '16g', 'Fiber': '3g', 'Sugar': '6g', 'Protein': '32g'}",
https://tasty.co/recipe/chocolate-hazelnut-mug-cake,Chocolate Mug Cake,90.0,1,"{'Total': '0:7', 'Preparation': '0:5', 'Cook': '0:2'}",General,"{'General': ['4 tablespoons flour', '3 tablespoons sugar', '2 tablespoons cocoa powder', '½ teaspoon baking powder', '3 tablespoons milk', '1 tablespoon oil, vegetable or canola', '1 teaspoon vanilla extract', '1 tablespoon chocolate  hazelnut spread, plus more for topping', 'powdered sugar, for topping, optional']}","{1: 'In a 12-ounce (375 ml) mug or larger, mix all ingredients (except the chocolate hazelnut spread) until just combined.', 2: 'Once combined, spoon the chocolate hazelnut spread on top of the batter.', 3: 'Microwave on high for 90 seconds to 2 minutes, watching to make sure it doesn’t spill over (depending on the size of the mug).', 4: 'Let cool one minute before eating. Top with additional chocolate hazelnut spread and powdered sugar (optional).', 5: 'Enjoy!'}","{'Calories': '500', 'Fat': '20g', 'Carbs': '72g', 'Fiber': '4g', 'Sugar': '36g', 'Protein': '8g'}",
https://tasty.co/recipe/watermelon-salad-with-fresh-herbs,Watermelon Salad With Fresh Herbs,92.0,6,{'Total': '0:30'},General,"{'General': ['1 small watermelon', '1 cup balsamic vinaigrette (240 mL)', '½ red onion, peeled, halved, and thinly sliced', '¼ cup fresh mint leaf (10 g)', '¼ cup fresh basil leaf (10 g), thinly sliced', '2 tablespoons fresh thyme leaf']}","{1: 'Using a sharp knife, cut off the top and bottom of the watermelon to reveal the red flesh and create flat surfaces on both sides. Stand the watermelon upright, and slice off the remaining peel so only the red core remains.', 2: 'Cut the watermelon into roughly 1-inch (2-cm) cubes and transfer to a large bowl.', 3: 'In a medium pot over high heat, bring the balsamic vinegar to a boil and reduce until roughly ¼ cup (60 ml) remains and the vinegar has thickened significantly, about 10 minutes. Remove the pot from the heat and set aside to cool.', 4: 'Arrange the watermelon cubes on a plate or place in a large bowl.', 5: 'Arrange the red onion, mint leaves, drops of balsamic reduction, basil, and thyme decoratively over the watermelon. Or, if using a bowl, toss the watermelon, onion, and herbs together, then drizzle with balsamic reduction.', 6: 'Enjoy!'}","{'Calories': '236', 'Fat': '14g', 'Carbs': '25g', 'Fiber': '1g', 'Sugar': '20g', 'Protein': '2g'}",
https://tasty.co/recipe/watermelon-mint-soju-cocktail,Watermelon Mint Soju Cocktail,71.0,2,{'Total': '0:15'},General,"{'General': ['1 small watermelon, or medium', '3 fresh mint leaves, plus more for garnish', '1 bottle soju', '2 cups ice (350 g)']}","{1: 'Using a sharp knife, cut ⅛–¼ inch (3 mm-6mm) off of one end of the watermelon to make a flat surface. Set the watermelon upright and cut off the top to expose the flesh. Scoop out the flesh with a large spoon into a large bowl. Make sure to not go all the way through the bottom of the watermelon–this will be your serving vessel.', 2: 'Use an immersion blender (or transfer to a standing blender) to blend the watermelon flesh for 1 minute, until smooth. Strain the watermelon juice through a fine-mesh sieve into a clean large bowl or pitcher to remove the pulp. You should have about 4 cups (960 ml).', 3: 'Thinly slice the mint leaves, then add to the watermelon juice, along with the soju, and stir to combine.', 4: 'Pour the watermelon soju mixture into the hollowed-out watermelon shell (reserve any leftovers in the refrigerator until ready to refill, or for a later use) and fill the rest of the way with the ice. Garnish with more mint leaves, if desired. Serve cold.', 5: 'Enjoy!'}","{'Calories': '270', 'Fat': '0g', 'Carbs': '68g', 'Fiber': '3g', 'Sugar': '55g', 'Protein': '5g'}",
https://tasty.co/recipe/watermelon-salad-with-arugula-and-feta,Watermelon Salad With Arugula And Feta,95.0,6,{},"General,Honey Lime Dressing","{'General': ['1 small watermelon', '3 cups fresh arugula (60 g)', '4 oz feta cheese (115 g), crumbled'], 'Honey Lime Dressing': ['3 tablespoons fresh lime juice', '1 tablespoon water', '2 tablespoons honey', 'salt, to taste', '3 tablespoons extra virgin olive oil']}","{1: 'Using a sharp knife, cut off the top and bottom of the watermelon to reveal the red flesh and create flat surfaces on both sides. Stand the watermelon upright, and slice off the remaining peel so only the red core remains.', 2: 'Cut the watermelon into roughly 1-inch (2 cm) cubes and transfer to a large bowl.', 3: 'In a small bowl, whisk together the lime juice, water, honey, and salt.', 4: 'While whisking, gradually add the oil in a very slow, steady stream to create an emulsification. Set aside.', 5: 'Add the arugula, feta, and honey lime dressing to the large bowl with the watermelon.', 6: 'Toss the salad until well-combined, then divide between serving bowls.', 7: 'Enjoy!'}","{'Calories': '231', 'Fat': '11g', 'Carbs': '32g', 'Fiber': '1g', 'Sugar': '27g', 'Protein': '4g'}",
https://tasty.co/recipe/gourmet-salmon-dinner,Gourmet Salmon Dinner,96.0,2,{},"Creamy Shallot Potato Puree,Sautéed Vegetables,Crispy Skin Herb-Crusted Salmon","{'Creamy Shallot Potato Puree': ['4 tablespoons butter, divided', '2 shallots, thinly sliced', '2 cloves garlic, minced', '½ cup whole milk (120 mL)', '1 ½ teaspoons white  pepper', '1 teaspoon salt', '2 lb yellow potato (905 g), peeled, quartered, and boiled until tender'], 'Sautéed Vegetables': ['olive oil, to taste', '1 cup porcini mushroom (75 g), trimmed and quartered', '1 bunch asparagus, ends trimmed', 'salt, to taste', 'pepper, to taste'], 'Crispy Skin Herb-Crusted Salmon': ['2 skin-on salmon fillets', 'salt, to taste', 'pepper, to taste', 'fresh thyme, to taste', 'olive oil, to taste', '2 tablespoons butter, cubed', '3 cloves garlic, crushed']}","{1: 'Make the creamy shallot potato puree: Melt 3 tablespoons of butter in a medium pan over medium-high heat. Add the shallots and cook for 3-4 minutes, until softened.', 2: 'Add the garlic and another tablespoon of butter and continue to cook for another 3-4 minutes, stirring frequently, until the shallots are browned.', 3: 'Add the milk, white pepper, and salt and stir to incorporate.', 4: 'Transfer the shallot mixture to a food processor and process until smooth.', 5: 'Mash potatoes in a large bowl. Add the shallot puree and continue to mash until fully incorporated. Set aside.', 6: 'Make the sautéed vegetables: Heat a drizzle of olive oil in a large pan over medium heat. Add the mushrooms and cook for 5 minutes, stirring occasionally, until starting to soften.', 7: 'Push the mushrooms to one side of the pan and add a bit more oil. Add the asparagus and season everything with salt and pepper. Cook for 5 minutes, until the vegetables are tender. Remove from the heat and set aside.', 8: 'Make the salmon: On a cutting board, cut 4 slits in the salmon skin, roughly ¼-inch (6 mm) apart and ½-inch (12 mm) into the salmon flesh. Season with salt, pepper, and thyme leaves.', 9: 'Heat a drizzle of olive oil in a medium pan over medium-high heat. Add the salmon, skin-side down. Cook for 3-4 minutes, or until a lighter pink color has reached ⅓-½ of the way up the side of the salmon.', 10: 'Flip the salmon and immediately add the butter, garlic, and a few sprigs of thyme. Stir the garlic and thyme around the pan to infuse the flavors and spoon the butter over the salmon for 2 minutes more, until the salmon is cooked through. Remove the salmon from the pan.', 11: 'Add the potato puree to plates and top with the sautéed vegetables and salmon.', 12: 'Enjoy!'}","{'Calories': '1264', 'Fat': '79g', 'Carbs': '101g', 'Fiber': '9g', 'Sugar': '10g', 'Protein': '37g'}",
https://tasty.co/recipe/beef-broccoli-chow-mein,Beef & Broccoli Chow Mein,96.0,4,{},General,"{'General': ['½ cup water (120 mL)', '1 tablespoon cornstarch', '¼ cup soy sauce (60 mL)', '1 tablespoon garlic, minced', '1 tablespoon brown sugar', '1 teaspoon white pepper', '1 lb flank steak (455 g), thinly sliced', 'salt, to taste', '3 tablespoons cooking oil, divided', '6 oz chow mein noodle (170 g), hong kong style pan fried noodles, par cooked according to package instructions', '½ cup onion (75 g), sliced', '1 cup broccoli floret (150 g)', '2 teaspoons sesame oil', 'scallion, sliced, for garnish']}","{1: 'In a 2-cup (480 ml) liquid measuring cup, combine the water, cornstarch, soy sauce, garlic, brown sugar, and white pepper.', 2: 'In a medium bowl, season the steak strips with salt. Pour half of the sauce over the meat and set the rest aside for later. Mix the sauce with the steak, cover with plastic wrap, and marinate in the refrigerator for 30 minutes to 1 hour.', 3: 'In a wok or deep skillet over medium-high heat, heat 2 tablespoons of cooking oil, then add the par-cooked noodles. Cook for 1-2 minutes, allowing the noodles to crisp, then flip and cook for another 1-2 minutes. Transfer to a plate and set aside.', 4: 'In the same wok, add 1 tablespoon of cooking oil and the marinated beef. Cook the beef for 3-4 minutes, then flip and cook for another 2 minutes, or until slightly crispy. Remove from the wok and set aside.', 5: 'In the same wok, heat the remaining tablespoon of oil and add onion and broccoli. Season with salt, then stir and cook for 3-4 minutes, or until the onions are translucent.', 6: 'Return the steak to the wok, followed by the crispy noodles and sesame oil. Mix well and pour in the reserved sauce. Toss gently and cook for another 2-3 minutes, or until everything is well-combined. Garnish with sliced scallions.', 7: 'Enjoy!'}","{'Calories': '527', 'Fat': '22g', 'Carbs': '40g', 'Fiber': '3g', 'Sugar': '4g', 'Protein': '39g'}",
https://tasty.co/recipe/vegan-bahamian-macaroni-cheese,Vegan Bahamian Macaroni & Cheese,,9,{},General,"{'General': ['8 oz whole grain penne pasta (225 g), or elbow pasta', '12 oz silken tofu (350 g), pureed', '½ medium onion, chopped', '½ medium bell pepper, chopped', '½ jalapeño, chopped', '½ cup unsweetened coconut milk (120 mL)', '5 tablespoons vegan butter', '14 oz vegan shredded cheddar cheese (415 g)', '3 tablespoons paprika, or to taste, diided', '2 tablespoons turmeric, or to taste', '1 tablespoon thyme powder, and/or ground thyme.', 'garlic powder, to taste', 'salt and pepper, to taste', 'hot sauce, a few drops', 'nonstick cooking spray']}","{1: 'Preheat the oven to 375° F.', 2: 'Boil pasta according to box instructions. After cooking, drain, then let cool for about 5 minutes in a medium-sized bowl while you chop and sauté the vegetables.', 3: 'Purée tofu until smooth.', 4: 'Next, pour melted butter over a bowl of noodles then stir.', 5: 'Add the chopped vegetables; stir. Then, add the coconut milk and pureed tofu to the mixture and stir followed by your choice of seasonings as listed above.', 6: 'Add 7 oz of shredded cheese and mix well.', 7: 'Spray a 8x8 baking pan with nonstick cooking spray and spread macaroni mixture in evenly.', 8: 'Top generously with the remainder of shredded cheese until pasta mix is covered.  Sprinkle paprika on top to add a little more color.', 9: 'Place the filled pan in the oven and bake for 35 minutes or until golden.', 10: 'Let cool, then cut into 9 squares.', 11: 'It is delicious hot or room-temperature.', 12: 'Enjoy!'}","{'Calories': '355', 'Fat': '22g', 'Carbs': '32g', 'Fiber': '2g', 'Sugar': '2g', 'Protein': '8g'}",
https://tasty.co/recipe/grilled-cedar-plank-salmon,Grilled Cedar Plank Salmon,86.0,4,{},"General,Special Equipment","{'General': ['¼ cup whole grain mustard (60 g)', '2 tablespoons light brown sugar', '1 orange, zested', '2 teaspoons kosher salt', '1 teaspoon freshly ground black pepper', '1 teaspoon coriander', '1 teaspoon cumin', '4 salmon, cut skin-on'], 'Special Equipment': ['2 cedar planks']}","{1: 'Submerge the cedar planks in a 9x13 (22 x 33 cm) glass baking dish filled with water. Soak for at least 1 hour to prevent burning while grilling.', 2: 'In a small bowl, whisk together the mustard, brown sugar, orange zest, salt, pepper, coriander, and cumin.', 3: 'On a cutting board, pat the salmon fillets with paper towels to remove any excess moisture. Rub the mustard mixture evenly over the salmon.', 4: 'Preheat the grill to 350°F (180°C).', 5: 'Place the cedar planks on the grill over indirect heat, arrange the salmon fillets on top, and close the lid. Grill for 15-17 minutes, until the salmon is pink in the center and easily flakes with a fork.', 6: 'Enjoy!'}","{'Calories': '359', 'Fat': '19g', 'Carbs': '15g', 'Fiber': '1g', 'Sugar': '11g', 'Protein': '27g'}",
https://tasty.co/recipe/one-pan-chicken-sausage-veggies,One-pan Chicken Sausage & Veggies,97.0,4,{'Total': '0:30'},General,"{'General': ['1 zucchini, sliced', '1 yellow squash, sliced', '1 tablespoon olive oil', '¼ teaspoon salt', '¼ teaspoon pepper', '¼ teaspoon garlic powder', '4 chicken sausages, fully cooked, sliced', '4 cups wild rice (920 g), cooked, to serve']}","{1: 'Preheat the oven to 400°F (200°C).', 2: 'Place the squash and zucchini on a baking sheet. Evenly coat with olive oil, salt, pepper, and garlic powder.', 3: 'Push the squash and zucchini to the sides and place the chicken sausage in the middle.', 4: 'Bake for 15 minutes, or until the zucchini and squash are tender.', 5: 'Serve with wild rice. Eat immediately or refrigerate in airtight container up to 3-4 days.', 6: 'Enjoy!'}","{'Calories': '614', 'Fat': '8g', 'Carbs': '110g', 'Fiber': '9g', 'Sugar': '6g', 'Protein': '29g'}",
https://tasty.co/recipe/boba-milk-tea,Boba Milk Tea,93.0,2,"{'Total': '1:0', 'Preparation': '0:30', 'Cook': '0:20'}","Boba Pearls,Brown Sugar Syrup,Black Tea,Milk Mixture,Assembly,Special Equipment","{'Boba Pearls': ['⅓ cup water (75 g), plus more as needed', '¼ cup dark muscovado sugar (55 g), or brown sugar', '¾ cup tapioca flour (65 g), plus more for dusting'], 'Brown Sugar Syrup': ['1 cup dark muscovado sugar (220 g), or brown sugar', '1 cup water (240 mL)'], 'Black Tea': ['2 cups water (480 mL)', '6 black tea bags'], 'Milk Mixture': ['3 tablespoons half & half', '3 tablespoons sweetened condensed milk'], 'Assembly': ['3 cups ice (450 g), divided'], 'Special Equipment': ['wide-opening straw']}","{1: 'Make the boba pearls: Add the water and muscovado sugar to a medium pan over medium-high heat. Cook until the sugar dissolves and the mixture comes to a boil, 3–4 minutes. Add a bit of the tapioca flour and cook, stirring constantly, until smooth. Add half of the remaining tapioca flour and stir vigorously until a sticky dough forms. Turn off the heat and add the remaining tapioca flour. Stir until the dough comes together in a ball (not all of the flour will be incorporated at this stage). Let cool slightly.', 2: 'Turn the dough out onto a clean surface. Knead until all of the flour is incorporated and the dough is smooth, adding more flour or water as needed if the dough is too sticky or too dry.', 3: 'Divide the dough into 2 portions. Roll the dough into long, thin ropes about ¼-inch (6.35 mm) thick, cutting in half crosswise if they get too long. Cut the ropes into ¼-inch (6.35 mm) pieces. Roll each piece into a ball and place in a bowl with a bit of tapioca flour. Dust the balls with the flour to prevent them from sticking to each other.', 4: 'Bring a large pot of water to a boil. Shake off any excess flour from the tapioca pearls, then add to the boiling water. Stir to separate the pearls, then reduce the heat to medium-low. Simmer gently, stirring occasionally, for about 20 minutes, until cooked through.', 5: 'Meanwhile, make the brown sugar syrup: Add the muscovado sugar and water to a small saucepan over medium heat. Cook until the sugar dissolves and the syrup reduces slightly, 5–7 minutes. Pour the syrup into a large heatproof bowl.', 6: 'Once the pearls have cooked through, drain and rinse with cold water. Add the pearls to the bowl with the brown sugar syrup and let sit for 30–60 minutes.', 7: 'Make the black tea: In a medium pot over high heat, combine the water and tea bags. Bring to a boil, then remove the pan from the heat and let the tea cool to room temperature.', 8: 'Make the milk mixture: In a small bowl or liquid measuring cup, whisk together the half-and-half and sweetened condensed milk until combined.', 9: 'Assemble the boba milk tea: Add about ⅓ cup (80 ml) boba pearls and brown sugar syrup to the bottom of each glass. Top with 1½ cups (225 grams) ice, then add ½ cup (240 ml) black tea and 3 tablespoons of the milk mixture. Stir with a wide-opening straw, then serve.', 10: 'Enjoy!'}","{'Calories': '598', 'Fat': '1g', 'Carbs': '146g', 'Fiber': '0g', 'Sugar': '99g', 'Protein': '1g'}",
https://tasty.co/recipe/leche-flan,Leche Flan,75.0,8,"{'Total': '3:10', 'Preparation': '0:20', 'Cook': '0:40'}",General,"{'General': ['½ cup granulated sugar (100 g)', '12 large egg yolks', '1 can sweetened condensed milk, 14 ounce (395 G)', '340 g evaporated milk (340 g)', '1 teaspoon lemon extract', '6 cups boiling water (1.4 L), for water bath']}","{1: 'Preheat the oven to 350°F (180°C).', 2: 'Heat a medium skillet over medium-low heat. Add the granulated sugar and cook, stirring occasionally, until the sugar melts into an amber-colored caramel, 5–6 minutes. Reduce the heat to low and stir until the sugar is fully melted. Remove the pan from the heat and carefully pour the caramel into a 9 x 5-inch (22x12 cm) loaf pan. Let the caramel cool for 5 minutes while you make the custard.', 3: 'Add the egg yolks and condensed milk to a large bowl and whisk to combine, then add the evaporated milk and lemon extract and whisk to incorporate.', 4: 'Pour the custard into the pan with the caramel. Cover the pan with foil.', 5: 'Set the loaf pan in a 9 x 13-inch (22x33 cm) baking dish and carefully pour the boiling water into the baking dish, taking care not to splash any into the flan.', 6: 'Carefully transfer to the oven and bake for 35–40 minutes, until the flan is fully set.', 7: 'Remove the flan from the oven, lift the loaf pan from the water bath, and let cool to room temperature, then refrigerate for overnight.', 8: 'When ready to serve, run a knife around the edges of the pan to loosen the flan, then invert onto a platter, slice, and serve.', 9: 'Enjoy!'}","{'Calories': '393', 'Fat': '16g', 'Carbs': '45g', 'Fiber': '0g', 'Sugar': '40g', 'Protein': '19g'}",
https://tasty.co/recipe/pico-de-gallo,Pico De Gallo,100.0,2,{'Total': '0:30'},General,"{'General': ['2 roma tomatoes, diced', '½ red onion, diced', '1 jalapeño, seeded and minced', '1 clove garlic, minced', '3 tablespoons fresh cilantro, chopped', '½ teaspoon kosher salt', '¼ teaspoon ground black pepper', '½ lime, juiced']}","{1: 'Combine tomatoes, onion, jalapeño, garlic, cilantro, salt, pepper, and lime juice in a small bowl and stir.', 2: 'Transfer to an airtight container and store in the fridge up to 6 days.', 3: 'Enjoy!'}","{'Calories': '48', 'Fat': '0g', 'Carbs': '11g', 'Fiber': '2g', 'Sugar': '5g', 'Protein': '1g'}",
